id_match,model,player,num_invalidos,avg_execution_time,num_valid_plays,win_status
00903ec0-010e-11f0-8c5f-005056c00003,o3-mini,x,0,10.553983139991761,5,0.5
00903ec0-010e-11f0-8c5f-005056c00003,o1-mini,o,0,11.020938700006809,4,0.5
0adb4214-010f-11f0-9434-005056c00003,gpt-4o,x,0,2.547814624995226,4,0.0
0adb4214-010f-11f0-9434-005056c00003,google/gemini-2.0-flash-thinking-exp:free,o,0,6.41726352495607,4,1.0
3283b481-0112-11f0-b7c0-005056c00003,gpt-3.5-turbo-0125,x,0,2.7381539500202052,3,0.0
3283b481-0112-11f0-b7c0-005056c00003,meta-llama/llama-3.3-70b-instruct:free,o,0,3.716821299982257,3,1.0
3b77fc90-0111-11f0-ada7-005056c00003,google/gemini-2.0-flash-exp:free,x,0,2.8516761000209954,3,0.0
3b77fc90-0111-11f0-ada7-005056c00003,google/learnlm-1.5-pro-experimental:free,o,0,2.426094700000249,3,1.0
3ffb0589-0115-11f0-ae52-005056c00003,o1-mini,x,0,11.425657319999301,5,0.5
3ffb0589-0115-11f0-ae52-005056c00003,o3-mini,o,0,8.970051575015532,4,0.5
40e30d95-0120-11f0-b839-005056c00003,cognitivecomputations/dolphin3.0-r1-mistral-24b:free,x,1,48.45797856668165,3,1.0
40e30d95-0120-11f0-b839-005056c00003,mistralai/mistral-small-24b-instruct-2501:free,o,0,4.3083988666767254,2,0.0
4a817031-0126-11f0-8fc3-005056c00003,qwen/qwen2.5-vl-72b-instruct:free,x,2,7.32230683338518,3,1.0
4a817031-0126-11f0-8fc3-005056c00003,sophosympatheia/rogue-rose-103b-v0.2:free,o,0,3.734486450033728,2,0.0
4a9489e0-010f-11f0-b819-005056c00003,google/gemini-2.0-flash-lite-preview-02-05:free,x,0,4.556640733305055,3,0.0
4a9489e0-010f-11f0-b819-005056c00003,deepseek/deepseek-r1:free,o,3,28.001377933309413,3,1.0
52f0d703-011f-11f0-952a-005056c00003,nvidia/llama-3.1-nemotron-70b-instruct:free,x,1,5.308102620043792,5,1.0
52f0d703-011f-11f0-952a-005056c00003,cognitivecomputations/dolphin3.0-mistral-24b:free,o,3,5.743306599964853,4,0.0
5de4eca2-0116-11f0-bfe8-005056c00003,google/gemini-2.0-flash-thinking-exp:free,x,2,6.086529566673562,3,1.0
5de4eca2-0116-11f0-bfe8-005056c00003,gpt-4o,o,1,2.5680411999928765,2,0.0
6942cfe4-0111-11f0-aac0-005056c00003,cognitivecomputations/dolphin3.0-mistral-24b:free,x,0,5.042560825007968,4,0.0
6942cfe4-0111-11f0-aac0-005056c00003,nvidia/llama-3.1-nemotron-70b-instruct:free,o,1,12.194872749998467,4,1.0
97ee923b-011d-11f0-a7da-005056c00003,deepseek/deepseek-r1-distill-llama-70b:free,x,3,37.586915474996204,4,1.0
97ee923b-011d-11f0-a7da-005056c00003,google/gemini-2.0-pro-exp-02-05:free,o,0,4.217843000000964,3,0.0
9a051056-0116-11f0-9a8d-005056c00003,deepseek/deepseek-r1:free,x,0,97.55614687499474,4,1.0
9a051056-0116-11f0-9a8d-005056c00003,google/gemini-2.0-flash-lite-preview-02-05:free,o,0,2.287649100025495,3,0.0
9ecae874-010e-11f0-a2d5-005056c00003,google/gemini-exp-1206:free,x,0,3.945675899973139,5,0.5
9ecae874-010e-11f0-a2d5-005056c00003,google/gemini-2.0-flash-thinking-exp-1219:free,o,0,5.584553800028516,4,0.5
b2b3f274-011e-11f0-aca2-005056c00003,google/learnlm-1.5-pro-experimental:free,x,0,3.329679540009238,5,0.5
b2b3f274-011e-11f0-aca2-005056c00003,google/gemini-2.0-flash-exp:free,o,0,2.7500544750364497,4,0.5
b71357df-0115-11f0-8d61-005056c00003,google/gemini-2.0-flash-thinking-exp-1219:free,x,3,9.203026540018618,5,0.5
b71357df-0115-11f0-8d61-005056c00003,google/gemini-exp-1206:free,o,0,4.056620949995704,4,0.5
dfe5509f-011f-11f0-b362-005056c00003,meta-llama/llama-3.3-70b-instruct:free,x,0,3.6608785999938847,5,0.5
dfe5509f-011f-11f0-b362-005056c00003,gpt-3.5-turbo-0125,o,1,0.9472022500121966,4,0.5
e596ae3e-0121-11f0-9f05-005056c00003,sophosympatheia/rogue-rose-103b-v0.2:free,x,0,4.651882000005571,4,1.0
e596ae3e-0121-11f0-9f05-005056c00003,qwen/qwen2.5-vl-72b-instruct:free,o,0,9.461921049980447,3,0.0
f9057d1e-010f-11f0-93a5-005056c00003,google/gemini-2.0-pro-exp-02-05:free,x,0,3.8519900249957573,4,0.0
f9057d1e-010f-11f0-93a5-005056c00003,deepseek/deepseek-r1-distill-llama-70b:free,o,6,60.86743425001623,4,1.0
f93d0d06-0124-11f0-a208-005056c00003,mistralai/mistral-small-24b-instruct-2501:free,x,3,4.609769933352557,3,1.0
f93d0d06-0124-11f0-a208-005056c00003,cognitivecomputations/dolphin3.0-r1-mistral-24b:free,o,2,51.16144353333706,2,0.0
