id_match,model,player,num_invalidos,avg_execution_time,num_valid_plays,win_status
1f1596c0-0729-11f0-838a-005056c00003,mistralai/mistral-small-24b-instruct-2501:free,x,0,3.828947219994734,4,0.0
1f1596c0-0729-11f0-838a-005056c00003,cognitivecomputations/dolphin3.0-r1-mistral-24b:free,o,5,26.11258852500032,4,1.0
2c06a091-06c9-11f0-b86e-005056c00003,sophosympatheia/rogue-rose-103b-v0.2:free,x,1,4.73186427499968,3,0.0
2c06a091-06c9-11f0-b86e-005056c00003,gpt-3.5-turbo-0125,o,4,0.966585100000278,3,1.0
3371cb25-06cb-11f0-9a2e-005056c00003,cognitivecomputations/dolphin3.0-r1-mistral-24b:free,x,7,10.386517699998876,4,1.0
3371cb25-06cb-11f0-9a2e-005056c00003,mistralai/mistral-small-24b-instruct-2501:free,o,1,5.046840599999996,3,0.0
3453b524-06c3-11f0-b58f-005056c00003,google/gemini-2.0-flash-exp:free,x,0,2.744757424999989,4,1.0
3453b524-06c3-11f0-b58f-005056c00003,cognitivecomputations/dolphin3.0-mistral-24b:free,o,0,4.262681566671138,3,0.0
358ca9a8-06c7-11f0-959f-005056c00003,o1-mini,x,0,8.80099924000242,5,0.5
358ca9a8-06c7-11f0-959f-005056c00003,o3-mini,o,0,11.403554075001011,4,0.5
35bdd790-06c1-11f0-932d-005056c00003,o3-mini,x,0,8.68350360000295,4,1.0
35bdd790-06c1-11f0-932d-005056c00003,o1-mini,o,0,8.710372899998523,3,0.0
46477b67-06c8-11f0-8660-005056c00003,google/learnlm-1.5-pro-experimental:free,x,0,3.209009000000757,3,1.0
46477b67-06c8-11f0-8660-005056c00003,deepseek/deepseek-r1-distill-llama-70b:free,o,0,25.74142579999898,2,0.0
5daa646e-06c9-11f0-b439-005056c00003,qwen/qwen2.5-vl-72b-instruct:free,x,0,4.484237900001365,3,1.0
5daa646e-06c9-11f0-b439-005056c00003,nvidia/llama-3.1-nemotron-70b-instruct:free,o,0,5.894173666667484,2,0.0
764252b8-06c1-11f0-93d6-005056c00003,google/gemini-2.0-flash-thinking-exp:free,x,0,5.207022874999893,4,1.0
764252b8-06c1-11f0-93d6-005056c00003,google/gemini-2.0-flash-thinking-exp-1219:free,o,0,5.5631868666653945,3,0.0
7b1c5ca5-06c4-11f0-86b3-005056c00003,gpt-3.5-turbo-0125,x,0,1.038662033335034,3,1.0
7b1c5ca5-06c4-11f0-86b3-005056c00003,sophosympatheia/rogue-rose-103b-v0.2:free,o,0,7.364332499998757,2,0.0
8f8705ef-06c8-11f0-887c-005056c00003,cognitivecomputations/dolphin3.0-mistral-24b:free,x,1,2.741678959998535,4,0.0
8f8705ef-06c8-11f0-887c-005056c00003,google/gemini-2.0-flash-exp:free,o,0,2.315650300000925,4,1.0
974213ac-06c3-11f0-a1b2-005056c00003,google/gemini-exp-1206:free,x,0,4.7130695999973495,3,1.0
974213ac-06c3-11f0-a1b2-005056c00003,google/gemini-2.0-flash-lite-preview-02-05:free,o,0,2.4422403333325446,2,0.0
98a2219e-06c7-11f0-bee7-005056c00003,google/gemini-2.0-flash-thinking-exp-1219:free,x,0,5.010302966666738,3,1.0
98a2219e-06c7-11f0-bee7-005056c00003,google/gemini-2.0-flash-thinking-exp:free,o,0,6.327690266666953,2,0.0
ac6ce43a-06c4-11f0-bd58-005056c00003,nvidia/llama-3.1-nemotron-70b-instruct:free,x,0,5.750884259998566,5,1.0
ac6ce43a-06c4-11f0-bd58-005056c00003,qwen/qwen2.5-vl-72b-instruct:free,o,2,17.231675049999467,4,0.0
b26ab8e5-06c2-11f0-a68c-005056c00003,deepseek/deepseek-r1-distill-llama-70b:free,x,0,28.644045999999435,3,0.0
b26ab8e5-06c2-11f0-a68c-005056c00003,google/learnlm-1.5-pro-experimental:free,o,0,3.4136524999994435,3,1.0
bd064efa-06c1-11f0-b285-005056c00003,google/gemini-2.0-pro-exp-02-05:free,x,0,3.603723024998544,3,0.0
bd064efa-06c1-11f0-b285-005056c00003,deepseek/deepseek-r1:free,o,0,25.237887400001153,3,1.0
c6909044-06c8-11f0-8dc8-005056c00003,google/gemini-2.0-flash-lite-preview-02-05:free,x,0,2.195056349999504,4,0.0
c6909044-06c8-11f0-8dc8-005056c00003,google/gemini-exp-1206:free,o,0,5.987930174998837,4,1.0
da8bd19d-06c3-11f0-912a-005056c00003,gpt-4o,x,0,1.401609533333006,3,1.0
da8bd19d-06c3-11f0-912a-005056c00003,meta-llama/llama-3.3-70b-instruct:free,o,0,5.625684200000251,2,0.0
e76f0d84-06c7-11f0-830e-005056c00003,deepseek/deepseek-r1:free,x,0,16.7553150499989,3,0.0
e76f0d84-06c7-11f0-830e-005056c00003,google/gemini-2.0-pro-exp-02-05:free,o,0,4.675574633334084,3,1.0
fecf820e-06c8-11f0-b678-005056c00003,meta-llama/llama-3.3-70b-instruct:free,x,0,3.576355999999214,5,0.5
fecf820e-06c8-11f0-b678-005056c00003,gpt-4o,o,0,1.4000680249992001,4,0.5
