id_match,model,player,num_invalidos,avg_execution_time,num_valid_plays,win_status
014476c7-0678-11f0-a810-005056c00003,qwen/qwen2.5-vl-72b-instruct:free,x,5,10.151437050000368,3,0.0
014476c7-0678-11f0-a810-005056c00003,sophosympatheia/rogue-rose-103b-v0.2:free,o,1,5.0977243333339475,3,1.0
04dcda1f-067e-11f0-a9fc-005056c00003,google/gemini-2.0-flash-lite-preview-02-05:free,x,0,3.2482365333332077,3,1.0
04dcda1f-067e-11f0-a9fc-005056c00003,cognitivecomputations/dolphin3.0-mistral-24b:free,o,0,2.040569650001089,2,0.0
1cfddf71-0679-11f0-bf90-005056c00003,cognitivecomputations/dolphin3.0-r1-mistral-24b:free,x,1,39.38612216666661,3,1.0
1cfddf71-0679-11f0-bf90-005056c00003,mistralai/mistral-small-24b-instruct-2501:free,o,0,2.6391614000003756,2,0.0
2744b5fd-0674-11f0-b51f-005056c00003,o1-mini,x,0,10.29902694999987,4,1.0
2744b5fd-0674-11f0-b51f-005056c00003,deepseek/deepseek-r1-distill-llama-70b:free,o,0,47.307884933333604,3,0.0
3e4ee0f3-067e-11f0-8e2e-005056c00003,meta-llama/llama-3.3-70b-instruct:free,x,0,14.49277203333319,3,1.0
3e4ee0f3-067e-11f0-8e2e-005056c00003,nvidia/llama-3.1-nemotron-70b-instruct:free,o,0,4.193833950001135,2,0.0
4137478d-0675-11f0-aff1-005056c00003,google/gemini-2.0-flash-thinking-exp-1219:free,x,3,6.781223125000224,4,1.0
4137478d-0675-11f0-aff1-005056c00003,deepseek/deepseek-r1:free,o,1,35.19959823333344,3,0.0
4194ccb5-0676-11f0-ae21-005056c00003,gpt-4o,x,0,1.9060428499997215,4,0.0
4194ccb5-0676-11f0-ae21-005056c00003,google/learnlm-1.5-pro-experimental:free,o,0,3.499391349999769,4,1.0
430a011a-0677-11f0-a90f-005056c00003,cognitivecomputations/dolphin3.0-mistral-24b:free,x,0,2.469785249999859,3,0.0
430a011a-0677-11f0-a90f-005056c00003,google/gemini-2.0-flash-lite-preview-02-05:free,o,0,2.3827063666667527,3,1.0
7bbd75d4-067a-11f0-96ba-005056c00003,deepseek/deepseek-r1-distill-llama-70b:free,x,0,23.758408966667048,3,0.0
7bbd75d4-067a-11f0-96ba-005056c00003,o1-mini,o,0,6.654663233333243,3,1.0
7f1fb8c1-0677-11f0-b4ae-005056c00003,nvidia/llama-3.1-nemotron-70b-instruct:free,x,0,4.815688024999872,3,0.0
7f1fb8c1-0677-11f0-b4ae-005056c00003,meta-llama/llama-3.3-70b-instruct:free,o,0,5.921722366666775,3,1.0
829ad2f4-067d-11f0-a4e7-005056c00003,google/learnlm-1.5-pro-experimental:free,x,0,3.786384739999994,5,1.0
829ad2f4-067d-11f0-a4e7-005056c00003,gpt-4o,o,0,2.2759534499996334,4,0.0
9def41ac-067e-11f0-bb75-005056c00003,sophosympatheia/rogue-rose-103b-v0.2:free,x,0,4.580566140000156,5,0.5
9def41ac-067e-11f0-bb75-005056c00003,qwen/qwen2.5-vl-72b-instruct:free,o,3,4.1484756750001,4,0.5
bb44a634-067d-11f0-a9ec-005056c00003,gpt-3.5-turbo-0125,x,0,1.0804976499998702,3,0.0
bb44a634-067d-11f0-a9ec-005056c00003,google/gemini-2.0-flash-exp:free,o,0,4.438066033332386,3,1.0
cff300fd-0673-11f0-84c4-005056c00003,o3-mini,x,0,6.228691966666399,3,1.0
cff300fd-0673-11f0-84c4-005056c00003,google/gemini-2.0-flash-thinking-exp:free,o,0,8.007182400000602,2,0.0
da34b89f-0676-11f0-82f6-005056c00003,google/gemini-2.0-flash-exp:free,x,0,2.8939177749998635,4,1.0
da34b89f-0676-11f0-82f6-005056c00003,gpt-3.5-turbo-0125,o,3,1.2255606666664487,3,0.0
e91da851-0675-11f0-a8d6-005056c00003,google/gemini-2.0-pro-exp-02-05:free,x,2,6.46870566666621,3,1.0
e91da851-0675-11f0-a8d6-005056c00003,google/gemini-exp-1206:free,o,0,9.475170899999284,2,0.0
ebc3bf35-067a-11f0-9566-005056c00003,deepseek/deepseek-r1:free,x,0,29.40154187500002,4,1.0
ebc3bf35-067a-11f0-9566-005056c00003,google/gemini-2.0-flash-thinking-exp-1219:free,o,2,9.829849400000361,3,0.0
f2c10bac-0679-11f0-a72b-005056c00003,google/gemini-2.0-flash-thinking-exp:free,x,1,15.889083639999807,5,1.0
f2c10bac-0679-11f0-a72b-005056c00003,o3-mini,o,0,12.703353674999562,4,0.0
f5b43cd1-067f-11f0-bfd8-005056c00003,google/gemini-exp-1206:free,x,0,4.317298925000159,3,0.0
f5b43cd1-067f-11f0-bfd8-005056c00003,google/gemini-2.0-pro-exp-02-05:free,o,0,4.380487933333522,3,1.0
fba2037f-067e-11f0-83f8-005056c00003,mistralai/mistral-small-24b-instruct-2501:free,x,0,4.378101440000319,5,0.5
fba2037f-067e-11f0-83f8-005056c00003,cognitivecomputations/dolphin3.0-r1-mistral-24b:free,o,1,32.776144475000365,4,0.5
